state_code,first_funding_at,last_funding_at,age_first_funding_year,age_last_funding_year,age_first_milestone_year,age_last_milestone_year,funding_rounds,funding_total_usd,milestones,is_CA,is_NY,is_MA,is_TX,is_otherstate,category_code,is_software,is_web,is_mobile,is_enterprise,is_advertising,is_gamesvideo,is_ecommerce,is_biotech,is_consulting,is_othercategory,has_VC,has_angel,has_roundA,has_roundB,has_roundC,has_roundD,avg_participants,is_top500,status,first_funding_year,last_funding_year
MA,2000-11-01,2007-08-01,0.8356,7.5863,11.589,13.5863,4,33000000,5,0,0,1,0,0,consulting,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,2.5,1,1,2000,2007
VA,2007-09-03,2008-11-18,2.6712,3.8822,4.0027,7.3205,2,7500000,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,1,2007,2008
CA,2006-09-29,2006-09-29,6.7479,6.7479,4.0027,4.0027,1,25000000,1,1,0,0,0,0,biotech,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1.0,1,1,2006,2006
CA,2005-09-16,2010-12-14,3.7096,8.9562,4.0027,4.0027,4,25305000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,2.0,1,1,2005,2010
CA,2008-11-01,2009-11-24,0.8356,1.8986,2.3014,3.8356,2,4950000,3,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,12.5,1,1,2008,2009
CA,2005-12-05,2010-01-12,2.2712,6.3781,2.5205,4.4767,6,53816776,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,5.0,1,1,2005,2010
NY,2005-04-01,2006-05-01,-0.1671,0.9151,2.674,8.3836,2,3500000,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,5.5,1,1,2005,2006
CA,2012-04-27,2012-04-27,5.0767,5.0767,4.7562,6.0466,1,5000000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,2012,2012
CA,2007-06-01,2009-12-14,0.0,2.5397,3.7699,5.9233,3,2515000,3,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1.6667,1,1,2007,2009
MA,2007-02-01,2008-07-01,1.0849,2.4986,2.5205,5.0192,2,8400000,3,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.0,1,1,2007,2008
CA,2006-08-01,2008-01-01,2.5836,4.0027,2.0301,4.6164,2,4900000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,0,2006,2008
WA,2005-04-18,2005-04-18,4.2959,4.2959,5.0027,5.0027,1,5000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5.0,1,0,2005,2005
NY,2005-06-28,2005-06-28,4.4904,4.4904,2.5205,4.4767,1,11000000,0,0,1,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3.0,1,1,2005,2005
CA,2001-01-01,2008-04-01,1.0027,8.2548,2.5205,4.4767,4,68400000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,4.0,1,1,2001,2008
CA,2010-02-01,2011-04-12,3.0877,4.2795,3.6356,4.6685,2,2000000,2,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,8.5,1,1,2010,2011
NY,2006-12-01,2008-03-04,0.6685,1.926,0.0,0.0,2,10800000,1,0,1,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,2.0,1,0,2006,2008
NY,2005-05-01,2010-08-01,-0.0219,5.2329,5.7616,7.4877,5,37000000,3,0,1,0,0,0,news,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,2.5,1,1,2005,2010
CA,2006-07-10,2006-07-10,2.5233,2.5233,4.0027,9.8849,1,7660000,3,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,6.0,1,1,2006,2006
MA,2005-05-05,2010-03-23,0.3397,5.2247,3.0,6.0329,4,48730000,3,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,3.0,1,1,2005,2010
CA,2009-01-01,2010-06-01,0.0,1.4137,1.4137,1.4137,2,3350000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,2.5,1,0,2009,2010
CA,2007-07-17,2010-11-10,3.8767,7.1973,2.6658,7.1973,4,28000000,2,1,0,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,3.0,1,0,2007,2010
TX,2011-07-01,2011-07-01,1.4959,1.4959,2.0849,2.0849,1,2500000,1,0,0,0,1,0,analytics,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1,2011,2011
IL,2004-06-01,2005-04-01,0.3315,1.1644,2.0795,9.3507,2,8000000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4.0,1,1,2004,2005
NY,2008-05-01,2009-05-26,0.5836,1.6521,0.6329,4.263,2,540000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.5,1,1,2008,2009
CA,2006-01-01,2007-04-01,0.0,1.2466,1.0,5.4384,2,3100000,4,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,2.0,1,1,2006,2007
NY,2010-05-07,2011-08-01,1.0904,2.326,2.8301,4.6904,2,1200000,2,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,6.0,1,1,2010,2011
NY,2007-06-01,2007-06-01,0.0,0.0,0.1096,0.1096,1,5000000,1,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2.0,0,0,2007,2007
CA,2005-04-18,2012-01-01,0.6658,7.3753,2.3726,2.3726,6,37079000,1,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,3.8,1,1,2005,2012
MA,2006-05-01,2013-03-01,4.3315,11.1699,8.7041,8.7068,4,135826373,2,0,0,1,0,0,other,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,4.3333,1,1,2006,2013
CA,2007-09-01,2008-03-25,-0.3342,0.2301,2.5205,4.4767,2,5000000,0,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1.0,1,0,2007,2008
NY,2011-03-18,2012-02-01,0.2082,1.0849,0.1616,2.6521,4,4200000,3,0,1,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3.0,1,1,2011,2012
WA,2008-07-31,2008-07-31,3.5808,3.5808,-1.0027,7.5918,1,4100000,3,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,0,2008,2008
CA,2011-10-10,2011-10-10,0.7726,0.7726,0.3123,1.1479,1,2000000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2011,2011
CO,2006-01-01,2006-01-01,5.0027,5.0027,5.4986,5.4986,1,6500000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,1,2006,2006
CA,2006-11-13,2006-11-13,1.4521,1.4521,2.5205,4.4767,1,4000000,0,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0,0,2006,2006
CA,2010-04-01,2011-01-01,0.2466,1.0,1.1616,1.1616,5,185000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2.0,1,0,2010,2011
OR,2011-12-11,2011-12-11,2.6959,2.6959,3.2192,4.0027,1,1300000,2,0,0,0,0,1,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,0,1,2011,2011
NY,2006-10-17,2006-10-17,3.7945,3.7945,2.5205,4.4767,1,45000000,0,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1.0,0,1,2006,2006
MA,2010-10-20,2010-10-20,2.3041,2.3041,-0.3342,2.3589,1,2500000,3,0,0,1,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,1,2010,2010
TX,2005-09-01,2007-10-28,0.5808,2.737,1.9151,4.6603,2,9200000,2,0,0,0,1,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,1,2005,2007
CA,2009-02-10,2010-06-12,-1.4712,-0.1369999999999999,2.5205,4.4767,4,435953,0,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2009,2010
CT,2007-01-01,2008-01-01,-1.0,0.0,-1.5863,0.863,2,55600000,2,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,0,0,2007,2008
CO,2007-04-06,2007-04-06,6.263,6.263,1.0,1.0,1,10000000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,0,1,2007,2007
WA,2010-11-01,2010-11-01,0.8329,0.8329,0.6658,0.6658,1,12000,1,0,0,0,0,1,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.0,1,0,2010,2010
MD,2010-01-11,2010-01-31,4.0301,4.0849,2.5205,4.4767,2,2257464,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,0,0,2010,2010
NY,2011-07-01,2011-11-10,0.1671,0.5288,0.1671,2.4438,2,983000,2,0,1,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,6.0,1,1,2011,2011
CA,2009-05-12,2010-06-03,1.4466,2.5068,2.5014,3.6411,2,41000000,2,1,0,0,0,0,fashion,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1.5,1,1,2009,2010
TX,2006-09-01,2008-07-22,3.6685,5.5589,2.5205,4.4767,3,9100000,0,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1.0,0,0,2006,2008
CA,2007-04-02,2012-01-01,2.4438,7.1973,-2.0575,6.8767,3,25500100,3,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2.5,1,0,2007,2012
CA,2010-04-19,2010-04-19,0.2959,0.2959,1.5863,1.6658,1,400000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,1,1,2010,2010
NY,2006-09-26,2010-05-06,4.737,8.3479,2.5205,4.4767,10,22165091,0,0,1,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2.0,1,1,2006,2010
CA,2007-08-01,2007-08-01,0.1671,0.1671,0.6712,3.3151,1,500000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,4.0,1,1,2007,2007
CA,2005-10-01,2010-12-20,0.6629999999999999,5.8849,6.211,8.6082,5,70000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.8,1,1,2005,2010
IL,2008-06-03,2010-05-04,1.2603,3.1781,2.8411,2.8411,2,4700000,1,0,0,0,0,1,security,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1.0,1,1,2008,2010
MA,2008-01-03,2008-01-03,2.0055,2.0055,0.0,0.0,1,30000000,1,0,0,1,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2.0,1,1,2008,2008
MA,2005-01-24,2012-05-18,2.0658,9.3836,7.0055,7.0055,5,39000000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3.25,1,1,2005,2012
CA,2006-06-07,2008-12-29,6.4356,9.0,10.0082,10.0082,3,32000000,1,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,3.0,1,1,2006,2008
MA,2000-02-14,2001-02-26,0.1151,1.1507,2.5205,4.4767,3,42000000,0,0,0,1,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.6667,1,1,2000,2001
CA,2005-05-16,2010-05-11,4.3726,9.3616,4.0027,9.3616,3,24510540,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,2.6667,1,1,2005,2010
CA,2005-08-26,2005-08-26,5.6548,5.6548,2.5205,4.4767,1,2500000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,2005,2005
FL,2005-08-08,2009-12-03,3.6027,7.926,8.5945,9.1096,3,21460663,2,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,4.5,1,1,2005,2009
NY,2006-05-08,2006-05-08,5.3507,5.3507,2.5205,4.4767,1,15000000,0,0,1,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4.0,1,1,2006,2006
CA,2007-06-01,2010-04-12,1.4137,4.2795,1.3288,5.1836,2,889999,2,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3.5,1,0,2007,2010
CA,2005-03-22,2005-03-22,4.2219,4.2219,3.0,3.0,1,16000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3.0,1,1,2005,2005
CA,2007-12-01,2007-12-01,2.4192,2.4192,2.5041,8.3973,1,7000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2.0,1,1,2007,2007
NY,2011-03-01,2011-03-01,0.7479,0.7479,2.5205,4.4767,2,100000,0,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2011,2011
NY,2009-08-26,2009-08-26,1.9041,1.9041,1.9041,4.0027,1,1500000,3,0,1,0,0,0,music,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,0,1,2009,2009
WA,2006-01-12,2006-01-12,6.0356,6.0356,10.4959,12.6137,1,8000000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.0,1,1,2006,2006
CA,2007-11-01,2008-04-28,0.2521,0.7425,4.2082,6.3479,2,4000000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3.0,1,1,2007,2008
CA,2009-06-26,2009-06-26,0.0164,0.0164,2.5205,4.4767,1,25000,0,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2009,2009
CA,2005-06-06,2012-01-01,2.4301,9.0055,8.5781,10.0137,6,64630000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,3.6667,1,1,2005,2012
CA,2006-01-01,2008-08-25,1.0,3.6493,3.4986,3.4986,2,12100000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,1,0,2006,2008
CA,2005-03-21,2006-08-11,4.2192,5.6110000000000015,5.0027,5.0027,2,20000000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4.5,1,1,2005,2006
TX,2005-01-11,2012-05-17,2.0301,9.3808,9.0055,9.0055,4,49600000,1,0,0,0,1,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2.6667,1,0,2005,2012
CA,2007-07-05,2009-12-10,7.5123,9.9479,0.4164,0.4164,5,51450000,1,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,5.6667,1,1,2007,2009
CA,2008-03-27,2010-12-07,-0.1808,2.5178,4.6904,4.6904,2,6300000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,1,2008,2010
NY,2012-01-01,2012-01-01,2.0,2.0,1.0274,3.1644,1,200000,3,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,1,0,2012,2012
OH,2011-09-01,2011-09-01,0.0,0.0,0.0,0.0,1,20000,1,0,0,0,0,1,fashion,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2011,2011
MA,2003-01-01,2006-05-24,0.0,3.3945,6.9781,9.2192,2,11600000,3,0,0,1,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,2.0,1,1,2003,2006
CA,2006-06-14,2006-06-14,0.1205,0.1205,-0.2438,5.263,1,9150000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,1,1,2006,2006
OH,2009-10-13,2009-10-13,0.2849,0.2849,0.0,0.2849,1,1200000,2,0,0,0,0,1,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,4.0,1,0,2009,2009
CA,2011-12-01,2011-12-01,1.8301,1.8301,1.1616,1.1616,1,1700000,2,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,7.0,1,0,2011,2011
CA,2007-08-01,2009-07-06,0.5808,2.5123,0.5918,4.9699,3,1415000,4,1,0,0,0,0,social,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1.0,1,1,2007,2009
CA,2006-02-01,2008-02-19,1.0849,3.1342,5.9178,7.9342,2,4200000,2,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1.5,1,1,2006,2008
MA,2007-12-01,2008-08-20,0.9151,1.6356,4.8521,6.0904,2,500000,2,0,0,1,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2.0,0,1,2007,2008
TX,2007-12-13,2007-12-13,5.9507,5.9507,2.5205,4.4767,1,21500000,0,0,0,0,1,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,4.0,1,1,2007,2007
UT,2006-06-16,2008-01-01,0.0411,1.5863,2.2795,4.3918,2,10000000,2,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2.0,0,1,2006,2008
CA,2005-02-01,2006-07-24,1.0877,2.5616,4.0027,4.0027,2,9500000,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,0,2005,2006
NM,2009-12-24,2012-03-17,2.9808,5.211,2.5205,4.4767,2,13875001,0,0,0,0,0,1,cleantech,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.0,1,0,2009,2012
NJ,2010-11-25,2010-11-25,10.9068,10.9068,9.2548,9.2548,1,275000,1,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.0,0,0,2010,2010
CA,2005-02-01,2010-01-13,0.0849,5.0356,1.8329,1.8329,3,19743770,1,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,2.5,1,1,2005,2010
MA,2010-08-01,2012-07-07,2.0849,4.0192,2.5041,2.5041,5,1178000,1,0,0,1,0,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5.0,1,1,2010,2012
CA,2005-10-01,2007-10-18,0.7479,2.7945,2.0575,3.8356,3,25000000,2,1,0,0,0,0,security,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.0,1,1,2005,2007
PA,2005-08-02,2007-03-07,1.5863,3.1808,2.5205,4.4767,3,24150000,0,0,0,0,0,1,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2.0,1,1,2005,2007
CA,2006-10-01,2008-07-18,1.7479,3.5452,2.0,2.0,2,80000000,1,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1.0,0,0,2006,2008
CA,2005-06-01,2007-04-29,1.4164,3.326,4.4192,9.8164,2,36000000,3,1,0,0,0,0,hardware,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,3.5,1,1,2005,2007
MO,2008-02-11,2008-02-11,1.3973,1.3973,2.5205,4.4767,1,205000,0,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2008,2008
CA,2002-11-01,2007-02-01,-0.0438,4.211,6.4164,9.0658,4,28300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2.5,1,1,2002,2007
CA,2006-05-01,2006-05-01,-1.1836,-1.1836,0.8301,0.8301,1,2000000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,0,2006,2006
CA,2005-11-01,2006-04-01,0.7479,1.1616,2.4,8.8384,2,11500000,6,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1.0,1,1,2005,2006
NY,2010-11-22,2010-11-22,0.8904,0.8904,1.3288,2.526,1,4000000,2,0,1,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,3.0,1,0,2010,2010
NY,2010-04-19,2010-04-19,0.7151,0.7151,0.7479,2.011,1,500000,2,0,1,0,0,0,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1.0,1,0,2010,2010
TX,2007-02-27,2007-02-27,0.7425,0.7425,1.1671,3.9151,1,4000000,2,0,0,0,1,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2.0,1,0,2007,2007
NY,2010-01-01,2012-06-05,0.0,2.4274,2.4274,2.4986,2,9030000,2,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4.0,1,0,2010,2012
PA,2005-01-25,2009-05-21,0.0658,4.3863,2.5205,4.4767,4,69900000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,4.75,1,1,2005,2009
CA,2012-05-01,2012-05-01,0.6658,0.6658,0.4192,0.4192,1,20000,1,1,0,0,0,0,messaging,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,0,0,2012,2012
IN,2004-07-21,2012-10-24,3.6384,11.9041,10.9836,12.6822,7,238209999,3,0,0,0,0,1,software,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,1,2004,2012
MA,2007-02-06,2010-09-24,3.1014,6.7342,4.0027,6.7342,3,14700000,2,0,0,1,0,0,medical,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1.0,0,1,2007,2010
CA,2006-11-15,2007-11-15,-0.1288,0.8712,-0.5863,1.2137,3,430000,2,1,0,0,0,0,games_video,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1.6667,0,1,2006,2007
CA,2012-10-01,2012-11-01,1.337,1.4219,0.5863,0.5863,2,1015000,1,1,0,0,0,0,enterprise,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.0,0,1,2012,2012
CA,2009-09-10,2009-09-10,0.4438,0.4438,0.8192,0.8192,1,1200000,1,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2.0,1,0,2009,2009
PA,2007-01-29,2008-07-29,1.8301,3.3288,3.274,7.6274,2,17100000,4,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.5,1,1,2007,2008
CO,2008-09-03,2008-09-03,4.6767,4.6767,5.9671,5.9671,1,50000000,1,0,0,0,0,1,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4.0,1,1,2008,2008
CA,2006-08-28,2006-08-28,0.6548,0.6548,2.5205,4.4767,1,900000,0,1,0,0,0,0,software,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1.0,1,0,2006,2006
CA,2007-04-01,2007-04-01,16.9863,16.9863,16.663,18.3233,1,6000000,2,1,0,0,0,0,network_hosting,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1.0,1,0,2007,2007
NY,2002-10-01,2009-02-01,0.7479,7.0904,8.0055,9.874,2,15100000,3,0,1,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1.0,0,1,2002,2009
CA,2002-01-01,2009-11-16,1.0,8.8795,4.0027,9.1863,5,62600000,2,1,0,0,0,0,semiconductor,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,9.3333,1,1,2002,2009
CA,2008-04-09,2011-01-06,1.8575,4.6027,3.9178,6.4301,4,14800000,3,1,0,0,0,0,mobile,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,2.25,1,1,2008,2011
CA,2008-04-16,2011-05-23,0.0411,3.1425,1.8466,4.4877,2,6875000,5,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,7.0,1,1,2008,2011
TX,2008-10-24,2008-10-24,0.8712,0.8712,2.5205,4.4767,1,30000,0,0,0,0,1,0,software,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0,0,2008,2008
CA,2006-04-05,2006-04-05,6.263,6.263,6.0055,6.0055,1,22200000,1,1,0,0,0,0,public_relations,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.0,1,0,2006,2006
CO,2007-08-01,2007-10-23,0.2055,0.4329,0.4685,2.9507,2,415000,2,0,0,0,0,1,network_hosting,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.0,1,1,2007,2007
NY,2007-01-01,2010-12-29,-0.1616,3.8329,3.0027,4.7014,4,27063781,4,0,1,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,3.5,1,1,2007,2010
CA,2006-02-01,2006-02-01,3.0877,3.0877,5.0027,5.0027,1,3100000,1,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5.0,1,1,2006,2006
CA,2007-03-01,2008-04-15,2.1616,3.2877,3.4986,7.6904,2,33000000,4,0,0,0,0,0,search,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,2.5,1,0,2007,2008
CA,2005-10-10,2008-01-01,2.7753,5.0027,4.1644,10.7534,3,17400000,2,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,5.0,1,1,2005,2008
CA,2005-01-01,2008-05-21,0.0,3.3863,5.3973,8.7123,5,28300000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2.0,1,1,2005,2008
CA,2006-09-01,2009-01-29,-0.2493,2.1644,1.411,6.537000000000001,4,46800000,6,1,0,0,0,0,advertising,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,2.5,1,1,2006,2009
IL,2010-05-01,2011-01-12,1.3288,2.0301,2.0,2.0301,3,1525000,2,0,0,0,0,1,ecommerce,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2.6667,1,1,2010,2011
NY,2012-03-18,2012-03-18,0.3397,0.3397,0.5452,1.7151,1,1200000,3,0,1,0,0,0,travel,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5.0,1,1,2012,2012
CA,2005-07-05,2009-05-11,0.1781,4.0301,3.674,7.2438,3,12400000,4,1,0,0,0,0,web,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1.6667,1,1,2005,2009
PA,2010-08-02,2010-08-02,4.5863,4.5863,2.5205,4.4767,1,100000,0,0,0,0,0,1,biotech,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1.0,1,0,2010,2010
